iter	Passed	Remaining
3225	68397	16410
3226	68411	16387
3227	68423	16363
3228	68436	16340
3229	68448	16317
3230	68460	16294
3231	68473	16270
3232	68485	16247
3233	68498	16224
3234	68514	16202
3235	68532	16180
3236	68548	16157
3237	68564	16135
3238	68579	16112
3239	68594	16089
3240	68609	16067
3241	68624	16044
3242	68640	16022
3243	68652	15999
3244	68664	15975
3245	68676	15952
3246	68689	15929
3247	68702	15906
3248	68715	15883
3249	68727	15860
3250	68740	15837
3251	68752	15813
3252	68765	15790
3253	68778	15767
3254	68790	15744
3255	68802	15721
3256	68814	15698
3257	68827	15675
3258	68839	15652
3259	68852	15629
3260	68865	15606
3261	68877	15583
3262	68890	15559
3263	68903	15536
3264	68916	15514
3265	68928	15490
3266	68940	15467
3267	68952	15444
3268	68964	15421
3269	68978	15398
3270	68990	15375
3271	69003	15352
3272	69016	15329
3273	69028	15306
3274	69041	15283
3275	69053	15260
3276	69066	15237
3277	69078	15214
3278	69091	15192
3279	69103	15169
3280	69117	15146
3281	69129	15123
3282	69141	15100
3283	69153	15077
3284	69166	15054
3285	69178	15031
3286	69190	15008
3287	69202	14985
3288	69214	14962
3289	69227	14939
3290	69248	14918
3291	69269	14897
3292	69284	14875
3293	69299	14852
3294	69313	14830
3295	69327	14807
3296	69340	14784
3297	69352	14762
3298	69364	14739
3299	69376	14716
3300	69389	14693
3301	69401	14670
3302	69414	14647
3303	69426	14624
3304	69437	14601
3305	69449	14578
3306	69461	14555
3307	69473	14533
3308	69485	14510
3309	69498	14487
3310	69511	14464
3311	69523	14441
3312	69535	14419
3313	69548	14396
3314	69561	14373
3315	69574	14351
3316	69586	14328
3317	69598	14305
3318	69611	14283
3319	69623	14260
3320	69636	14237
3321	69647	14214
3322	69660	14192
3323	69674	14169
3324	69688	14147
3325	69700	14124
3326	69712	14101
3327	69724	14078
3328	69737	14056
3329	69750	14033
3330	69762	14011
3331	69774	13988
3332	69787	13965
3333	69800	13943
3334	69813	13920
3335	69826	13898
3336	69838	13875
3337	69850	13852
3338	69862	13830
3339	69875	13807
3340	69888	13785
3341	69901	13762
3342	69914	13740
3343	69927	13717
3344	69940	13695
3345	69952	13672
3346	69965	13650
3347	69978	13627
3348	69989	13605
3349	70002	13582
3350	70014	13560
3351	70027	13537
3352	70041	13515
3353	70055	13493
3354	70070	13471
3355	70085	13449
3356	70102	13427
3357	70117	13405
3358	70133	13383
3359	70149	13361
3360	70165	13339
3361	70181	13318
3362	70197	13296
3363	70214	13274
3364	70229	13252
3365	70245	13231
3366	70262	13209
3367	70279	13187
3368	70294	13165
3369	70310	13144
3370	70326	13122
3371	70341	13100
3372	70356	13078
3373	70371	13056
3374	70388	13034
3375	70404	13013
3376	70419	12991
3377	70434	12969
3378	70451	12947
3379	70465	12925
3380	70479	12903
3381	70494	12881
3382	70507	12859
3383	70521	12837
3384	70534	12815
3385	70547	12792
3386	70561	12770
3387	70574	12748
3388	70587	12726
3389	70600	12703
3390	70613	12681
3391	70625	12659
3392	70638	12636
3393	70650	12614
3394	70662	12592
3395	70675	12570
3396	70687	12547
3397	70700	12525
3398	70713	12503
3399	70725	12480
3400	70737	12458
3401	70749	12436
3402	70761	12414
3403	70774	12391
3404	70786	12369
3405	70800	12347
3406	70814	12325
3407	70827	12303
3408	70840	12281
3409	70852	12258
3410	70864	12236
3411	70877	12214
3412	70889	12192
3413	70902	12170
3414	70915	12148
3415	70927	12125
3416	70940	12103
3417	70952	12081
3418	70965	12059
3419	70978	12037
3420	70991	12015
3421	71004	11993
3422	71016	11970
3423	71030	11949
3424	71045	11927
3425	71058	11905
3426	71071	11883
3427	71086	11861
3428	71098	11839
3429	71111	11817
3430	71125	11795
3431	71140	11773
3432	71153	11751
3433	71167	11729
3434	71181	11708
3435	71194	11686
3436	71209	11664
3437	71222	11642
3438	71235	11620
3439	71247	11598
3440	71261	11576
3441	71274	11554
3442	71288	11532
3443	71305	11511
3444	71320	11490
3445	71339	11468
3446	71355	11447
3447	71370	11425
3448	71386	11404
3449	71398	11382
3450	71412	11360
3451	71426	11338
3452	71439	11317
3453	71451	11294
3454	71463	11272
3455	71475	11250
3456	71488	11228
3457	71500	11206
3458	71512	11184
3459	71525	11162
3460	71536	11140
3461	71548	11118
3462	71561	11096
3463	71573	11074
3464	71586	11053
3465	71599	11031
3466	71611	11009
3467	71624	10987
3468	71636	10965
3469	71648	10943
3470	71660	10921
3471	71672	10899
3472	71684	10877
3473	71697	10855
3474	71710	10833
3475	71724	10812
3476	71737	10790
3477	71749	10768
3478	71762	10746
3479	71774	10724
3480	71786	10703
3481	71798	10681
3482	71810	10659
3483	71823	10637
3484	71836	10615
3485	71849	10594
3486	71861	10572
3487	71875	10550
3488	71888	10528
3489	71900	10506
3490	71913	10485
3491	71926	10463
3492	71938	10441
3493	71952	10420
3494	71967	10398
3495	71982	10377
3496	71995	10355
3497	72008	10334
3498	72022	10312
3499	72034	10290
3500	72048	10269
3501	72060	10247
3502	72072	10225
3503	72085	10203
3504	72098	10182
3505	72111	10160
3506	72125	10139
3507	72140	10117
3508	72154	10096
3509	72170	10075
3510	72185	10053
3511	72201	10032
3512	72217	10011
3513	72233	9990
3514	72248	9968
3515	72262	9947
3516	72276	9925
3517	72289	9904
3518	72303	9882
3519	72316	9861
3520	72328	9839
3521	72340	9817
3522	72353	9796
3523	72366	9774
3524	72379	9753
3525	72393	9731
3526	72405	9710
3527	72419	9688
3528	72431	9667
3529	72444	9645
3530	72457	9624
3531	72469	9602
3532	72481	9580
3533	72494	9559
3534	72507	9537
3535	72520	9516
3536	72533	9494
3537	72546	9473
3538	72559	9451
3539	72571	9430
3540	72583	9408
3541	72596	9387
3542	72607	9365
3543	72620	9343
3544	72633	9322
3545	72647	9301
3546	72661	9279
3547	72674	9258
3548	72686	9236
3549	72700	9215
3550	72713	9194
3551	72726	9172
3552	72740	9151
3553	72752	9129
3554	72765	9108
3555	72779	9087
3556	72791	9065
3557	72805	9044
3558	72818	9023
3559	72833	9001
3560	72847	8980
3561	72860	8959
3562	72873	8937
3563	72886	8916
3564	72899	8895
3565	72913	8873
3566	72928	8852
3567	72941	8831
3568	72955	8810
3569	72968	8788
3570	72981	8767
3571	72994	8746
3572	73008	8725
3573	73020	8703
3574	73033	8682
3575	73046	8660
3576	73058	8639
3577	73071	8618
3578	73084	8596
3579	73096	8575
3580	73108	8554
3581	73120	8532
3582	73132	8511
3583	73145	8490
3584	73156	8468
3585	73169	8447
3586	73183	8426
3587	73196	8404
3588	73207	8383
3589	73220	8362
3590	73232	8340
3591	73247	8319
3592	73261	8298
3593	73276	8277
3594	73293	8256
3595	73309	8236
3596	73324	8215
3597	73341	8194
3598	73357	8173
3599	73374	8152
3600	73391	8131
3601	73406	8111
3602	73423	8090
3603	73438	8069
3604	73451	8048
3605	73463	8026
3606	73475	8005
3607	73488	7984
3608	73502	7963
3609	73515	7942
3610	73541	7922
3611	73562	7902
3612	73584	7881
3613	73604	7861
3614	73625	7841
3615	73646	7820
3616	73666	7800
3617	73685	7779
3618	73702	7759
3619	73720	7738
3620	73738	7718
3621	73757	7697
3622	73773	7676
3623	73789	7655
3624	73806	7635
3625	73825	7614
3626	73844	7594
3627	73862	7573
3628	73881	7553
3629	73900	7532
3630	73921	7512
3631	73941	7491
3632	73961	7471
3633	73979	7450
3634	73998	7430
3635	74016	7409
3636	74035	7389
3637	74055	7368
3638	74073	7348
3639	74090	7327
3640	74106	7306
3641	74123	7286
3642	74141	7265
3643	74158	7244
3644	74174	7224
3645	74189	7203
3646	74202	7182
3647	74216	7161
3648	74229	7140
3649	74243	7119
3650	74258	7098
3651	74274	7077
3652	74290	7056
3653	74306	7036
3654	74322	7015
3655	74335	6994
3656	74348	6973
3657	74362	6952
3658	74376	6931
3659	74390	6910
3660	74404	6889
3661	74418	6868
3662	74432	6847
3663	74446	6827
3664	74461	6806
3665	74477	6785
3666	74491	6764
3667	74505	6743
3668	74520	6722
3669	74535	6702
3670	74550	6681
3671	74565	6660
3672	74579	6639
3673	74594	6618
3674	74608	6598
3675	74623	6577
3676	74637	6556
3677	74652	6535
3678	74664	6514
3679	74677	6493
3680	74690	6472
3681	74704	6451
3682	74716	6430
3683	74730	6410
3684	74743	6389
3685	74757	6368
3686	74771	6347
3687	74785	6326
3688	74799	6305
3689	74812	6285
3690	74825	6264
3691	74837	6243
3692	74849	6222
3693	74862	6201
3694	74873	6180
3695	74887	6159
3696	74900	6138
3697	74913	6117
3698	74925	6096
3699	74938	6076
3700	74950	6055
3701	74963	6034
3702	74975	6013
3703	74988	5992
3704	75000	5971
3705	75013	5950
3706	75025	5930
3707	75037	5909
3708	75049	5888
3709	75061	5867
3710	75073	5846
3711	75085	5825
3712	75098	5804
3713	75111	5783
3714	75123	5763
3715	75135	5742
3716	75148	5721
3717	75160	5700
3718	75173	5679
3719	75186	5659
3720	75199	5638
3721	75212	5617
3722	75225	5596
3723	75238	5576
3724	75251	5555
3725	75264	5534
3726	75277	5514
3727	75290	5493
3728	75305	5472
3729	75319	5452
3730	75332	5431
3731	75345	5410
3732	75358	5389
3733	75372	5369
3734	75384	5348
3735	75397	5327
3736	75410	5307
3737	75423	5286
3738	75438	5265
3739	75450	5245
3740	75463	5224
3741	75477	5203
3742	75492	5183
3743	75507	5162
3744	75521	5142
3745	75534	5121
3746	75546	5100
3747	75559	5080
3748	75572	5059
3749	75586	5039
3750	75600	5018
3751	75614	4997
3752	75627	4977
3753	75640	4956
3754	75654	4936
3755	75667	4915
3756	75680	4894
3757	75694	4874
3758	75707	4853
3759	75720	4833
3760	75733	4812
3761	75746	4792
3762	75759	4771
3763	75772	4750
3764	75784	4730
3765	75797	4709
3766	75810	4689
3767	75823	4668
3768	75836	4647
3769	75849	4627
3770	75862	4606
3771	75874	4586
3772	75888	4565
3773	75900	4545
3774	75914	4524
3775	75926	4504
3776	75939	4483
3777	75952	4463
3778	75965	4442
3779	75978	4422
3780	75992	4401
3781	76006	4381
3782	76020	4360
3783	76034	4340
3784	76047	4319
3785	76061	4299
3786	76075	4278
3787	76089	4258
3788	76105	4238
3789	76124	4217
3790	76139	4197
3791	76163	4177
3792	76180	4157
3793	76194	4137
3794	76211	4116
3795	76230	4096
3796	76245	4076
3797	76260	4055
3798	76276	4035
3799	76290	4015
3800	76305	3994
3801	76318	3974
3802	76333	3954
3803	76350	3933
3804	76368	3913
3805	76384	3893
3806	76401	3873
3807	76426	3853
3808	76444	3833
3809	76463	3813
3810	76481	3792
3811	76495	3772
3812	76510	3752
3813	76526	3732
3814	76543	3711
3815	76556	3691
3816	76569	3671
3817	76582	3650
3818	76595	3630
3819	76607	3609
3820	76620	3589
3821	76633	3569
3822	76646	3548
3823	76658	3528
3824	76671	3507
3825	76684	3487
3826	76698	3467
3827	76709	3446
3828	76723	3426
3829	76736	3406
3830	76749	3385
3831	76761	3365
3832	76774	3344
3833	76787	3324
3834	76799	3304
3835	76812	3283
3836	76824	3263
3837	76836	3243
3838	76850	3222
3839	76863	3202
3840	76876	3182
3841	76887	3161
3842	76899	3141
3843	76912	3121
3844	76925	3101
3845	76937	3080
3846	76949	3060
3847	76961	3040
3848	76974	3019
3849	76986	2999
3850	76998	2979
3851	77010	2958
3852	77023	2938
3853	77035	2918
3854	77048	2898
3855	77060	2877
3856	77073	2857
3857	77085	2837
3858	77097	2816
3859	77110	2796
3860	77122	2776
3861	77134	2756
3862	77146	2735
3863	77159	2715
3864	77172	2695
3865	77184	2675
3866	77196	2655
3867	77208	2634
3868	77220	2614
3869	77233	2594
3870	77245	2574
3871	77257	2553
3872	77270	2533
3873	77283	2513
3874	77295	2493
3875	77308	2473
3876	77321	2453
3877	77333	2432
3878	77345	2412
3879	77358	2392
3880	77370	2372
3881	77383	2352
3882	77396	2332
3883	77409	2311
3884	77421	2291
3885	77433	2271
3886	77445	2251
3887	77458	2231
3888	77471	2211
3889	77483	2191
3890	77497	2170
3891	77509	2150
3892	77522	2130
3893	77536	2110
3894	77548	2090
3895	77561	2070
3896	77574	2050
3897	77587	2030
3898	77599	2010
3899	77612	1990
3900	77625	1969
3901	77637	1949
3902	77651	1929
3903	77666	1909
3904	77682	1889
3905	77697	1869
3906	77712	1849
3907	77728	1829
3908	77744	1809
3909	77760	1789
3910	77776	1769
3911	77792	1749
3912	77809	1729
3913	77824	1709
3914	77839	1690
3915	77855	1670
3916	77871	1650
3917	77888	1630
3918	77903	1610
3919	77917	1590
3920	77932	1570
3921	77947	1550
3922	77962	1530
3923	77977	1510
3924	77991	1490
3925	78004	1470
3926	78017	1450
3927	78030	1430
3928	78043	1410
3929	78056	1390
3930	78069	1370
3931	78083	1350
3932	78096	1330
3933	78109	1310
3934	78121	1290
3935	78135	1270
3936	78148	1250
3937	78161	1230
3938	78175	1210
3939	78187	1190
3940	78201	1170
3941	78214	1150
3942	78227	1130
3943	78241	1110
3944	78253	1090
3945	78266	1071
3946	78281	1051
3947	78295	1031
3948	78309	1011
3949	78321	991
3950	78335	971
3951	78349	951
3952	78361	931
3953	78375	911
3954	78389	891
3955	78401	872
3956	78415	852
3957	78428	832
3958	78444	812
3959	78459	792
3960	78475	772
3961	78489	752
3962	78501	732
3963	78514	713
3964	78527	693
3965	78540	673
3966	78554	653
3967	78566	633
3968	78580	613
3969	78594	593
3970	78610	574
3971	78624	554
3972	78638	534
3973	78652	514
3974	78664	494
3975	78678	474
3976	78693	455
3977	78706	435
3978	78721	415
3979	78734	395
3980	78747	375
3981	78760	356
3982	78773	336
3983	78786	316
3984	78800	296
3985	78813	276
3986	78827	257
3987	78840	237
3988	78853	217
3989	78865	197
3990	78879	177
3991	78893	158
3992	78906	138
3993	78919	118
3994	78932	98
3995	78945	79
3996	78957	59
3997	78970	39
3998	78983	19
3999	78996	0
